,price($),age_of_car,model,Transmission,Mileage(miles),Exterior_Color,Interior_Color,Gas_mileage_comb(MPG),Engine,Drivetrain,Fuel_type,No._of_features,description_len
527,8995,14,Ford,Manual,92609,Silver,Black,21,V6,Rear-Wheel Drive,Gasoline,3,3284
528,18995,16,Ford,Automatic,170282,-1,-1,25,V8,-1,Diesel,3,1469
529,35995,3,Acura,Automatic,3495,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,10,5448
530,33997,5,Honda,Automatic,35044,White,Black,23,V6,Front-Wheel Drive,Gasoline,11,3737
531,21975,6,Mercedes-Benz,Automatic,37523,White,-1,27,I4,All-Wheel Drive,Gasoline,26,3902
532,26999,6,Jeep,Automatic,52469,Black,Black,22,V6,Front-Wheel Drive,Gasoline,6,3226
533,41995,6,Audi,Automatic,38960,Blue,-1,21,V6,All-Wheel Drive,Gasoline,6,6713
534,21999,6,Mercedes-Benz,Automatic,30064,White,Black,25,I4,Front-Wheel Drive,Gasoline,5,2684
535,29494,5,Dodge,Automatic,25974,Black,Black,20,V8,Rear-Wheel Drive,Gasoline,10,2227
536,35998,5,Honda,Automatic,39401,Gray,-1,23,V6,Front-Wheel Drive,Gasoline,11,1885
537,17495,12,INFINITI,Automatic,64486,Black,-1,25,V6,Rear-Wheel Drive,Gasoline,6,970
538,7499,14,Toyota,Automatic,113774,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,2,714
539,28975,6,Mercedes-Benz,Automatic,21211,Gray,Black,24,I4,Rear-Wheel Drive,Gasoline,9,4421
540,34500,12,Cadillac,Automatic,44000,Black,Black,25,V8,Rear-Wheel Drive,Gasoline,11,632
541,18497,9,Honda,-1,69383,-1,-1,30,I4,Front-Wheel Drive,Gasoline,8,4538
542,24897,5,Honda,-1,16720,Silver,Black,30,I4,Front-Wheel Drive,Gasoline,6,1600
543,53897,4,Chevrolet,Automatic,35637,White,Black,17,V8,Four-Wheel Drive,Gasoline,3,433
544,19490,6,BMW,Automatic,23104,White,-1,109,I2,Rear-Wheel Drive,Gasoline,16,2023
545,17999,8,Ford,Automatic,122110,-1,-1,25,V8,Front-Wheel Drive,Flex Fuel Vehicle,3,2827
546,15495,8,MINI,Automatic,33651,Black,Black,28,I4,Front-Wheel Drive,Gasoline,2,4945
547,46995,6,Audi,Automatic,23900,Gray,Black,21,V6,All-Wheel Drive,Gasoline,31,6640
548,14300,11,Honda,Automatic,79929,White,Black,25,I4,Front-Wheel Drive,Gasoline,11,1711
549,16490,6,Subaru,Manual,28529,Blue,Black,25,-1,All-Wheel Drive,-1,5,3555
550,5999,19,Chevrolet,Automatic,213707,-1,Gray,16,V8,Rear-Wheel Drive,Gasoline,3,1277
551,16980,16,Chevrolet,Automatic,125742,White,Gray,25,V8,Front-Wheel Drive,Gasoline,1,2251
552,14240,7,Honda,Automatic,74261,White,Black,31,I4,Front-Wheel Drive,Gasoline,3,4629
553,22488,6,Honda,Automatic,43082,Black,-1,22,V6,Front-Wheel Drive,Gasoline,4,3465
554,11300,9,Jeep,Automatic,68250,White,Black,25,I4,Front-Wheel Drive,Gasoline,5,1058
555,22290,4,Kia,Automatic,27415,White,Black,22,V6,Front-Wheel Drive,Gasoline,6,2230
556,32996,6,Mercedes-Benz,Automatic,38843,Black,Black,20,V6,Rear-Wheel Drive,Gasoline,15,3096
557,10997,17,Chevrolet,Automatic,167900,Red,-1,16,V8,Rear-Wheel Drive,Flex Fuel Vehicle,11,3151
558,8950,11,Scion,Manual,69340,Red,Black,25,I4,-1,Gasoline,3,3037
559,11995,6,Kia,Automatic,47067,White,-1,32,I4,Front-Wheel Drive,Gasoline,2,907
560,15999,5,Nissan,-1,66877,Black,Black,29,I4,Front-Wheel Drive,Gasoline,6,2505
561,5999,17,Acura,Automatic,144300,Black,Black,21,V6,Front-Wheel Drive,Gasoline,1,1185
562,16696,6,MINI,Automatic,33475,Blue,Black,27,I3,Front-Wheel Drive,Gasoline,3,1980
563,11458,8,Ford,Automatic,114606,-1,-1,22,I4,Front-Wheel Drive,Gasoline,3,2395
564,28251,6,Lexus,Automatic,33282,-1,Red,24,I4,Front-Wheel Drive,Gasoline,3,2455
565,19995,5,Mazda,Automatic,10419,Blue,Black,27,I4,Front-Wheel Drive,Gasoline,5,3913
566,41887,7,Jaguar,Automatic,23354,White,White,22,V6,Rear-Wheel Drive,Gasoline,8,2343
567,42988,5,Chevrolet,Automatic,11037,-1,Black,19,V8,Front-Wheel Drive,Gasoline,10,4035
568,20999,5,Jeep,Automatic,31020,Silver,Black,25,I4,Four-Wheel Drive,Gasoline,6,2615
569,39998,6,Audi,Automatic,24380,Black,Black,21,V6,All-Wheel Drive,Gasoline,8,1760
570,15990,10,RAM,Automatic,78773,White,Black,16,V8,Front-Wheel Drive,Gasoline,1,1290
571,14997,6,Ford,Automatic,33767,White,Gray,24,I4,Front-Wheel Drive,Flex Fuel Vehicle,3,2980
572,25995,6,Acura,Automatic,26028,White,Black,25,V6,-1,Gasoline,3,1674
573,26000,7,Lexus,Automatic,8344,Gray,Black,26,I4,Rear-Wheel Drive,Gasoline,18,6412
574,23988,7,Land,Automatic,51191,White,-1,22,I4,All-Wheel Drive,Gasoline,24,8531
575,36990,5,Lexus,-1,5415,Black,Black,25,V6,Front-Wheel Drive,Gasoline,11,3198
576,21199,5,Jeep,Automatic,30390,Gray,Black,25,I4,Four-Wheel Drive,Gasoline,7,2662
577,20188,5,Honda,-1,33218,Red,-1,33,I4,Front-Wheel Drive,Gasoline,4,3557
578,7999,18,Lexus,Automatic,114377,Black,Gray,25,V6,Rear-Wheel Drive,Gasoline,4,409
579,31998,6,INFINITI,Automatic,33428,Gray,-1,22,V6,Rear-Wheel Drive,Gasoline,10,4234
580,10999,10,Toyota,-1,97557,Gray,Black,41,I4,Front-Wheel Drive,Hybrid,9,820
581,27591,6,Lexus,Automatic,18558,Gray,Gray,25,V6,Front-Wheel Drive,Gasoline,5,2846
582,12999,7,Toyota,-1,56011,Black,Gray,31,I4,Front-Wheel Drive,Gasoline,2,1143
583,32999,4,Mercedes-Benz,Automatic,10161,Blue,Black,29,I4,Front-Wheel Drive,Gasoline,7,2661
584,25099,4,Ford,Automatic,30061,White,Black,24,I4,All-Wheel Drive,Gasoline,4,2721
585,14000,6,Ford,Automatic,21192,-1,-1,27,I3,Front-Wheel Drive,Gasoline,3,2378
586,67999,4,Lincoln,Automatic,18136,Black,Black,23,V6,All-Wheel Drive,Gasoline,12,3549
587,34897,6,Mercedes-Benz,Automatic,27347,White,-1,25,I4,Rear-Wheel Drive,Gasoline,18,2375
588,59998,4,GMC,Automatic,20138,Black,Black,23,I6,Four-Wheel Drive,Diesel,11,1839
589,4999,20,Chevrolet,Automatic,206740,Gray,Gray,14,V8,Rear-Wheel Drive,Gasoline,1,1244
590,9975,9,Dodge,Automatic,90561,Black,Black,20,V6,Front-Wheel Drive,Flex Fuel Vehicle,3,5031
591,21822,6,Honda,-1,46390,Black,Black,33,I4,Front-Wheel Drive,Gasoline,7,2761
592,22952,5,Honda,Automatic,30681,White,Black,31,I4,Front-Wheel Drive,Gasoline,1,1210
593,8900,10,Chevrolet,Automatic,85659,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,2,3774
594,16988,4,Toyota,-1,66195,Silver,Black,52,I4,Front-Wheel Drive,Hybrid,2,2044
595,7995,11,Honda,Automatic,101366,Black,Black,31,I4,Front-Wheel Drive,Gasoline,1,4195
596,14995,11,Ford,Automatic,120451,Black,Black,19,V6,All-Wheel Drive,Gasoline,8,1718
597,17999,5,Mitsubishi,-1,35120,Silver,Black,26,I4,All-Wheel Drive,Gasoline,11,3221
598,21311,6,Mazda,Automatic,21727,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,6,3166
599,27695,6,Mercedes-Benz,Automatic,31255,Gray,Black,24,I4,Rear-Wheel Drive,Gasoline,2,1692
600,31496,4,BMW,Automatic,4669,Gray,Black,27,I4,All-Wheel Drive,Gasoline,7,964
601,20998,5,Toyota,Automatic,24906,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,4,2199
602,15488,4,Kia,Automatic,30589,White,Black,27,I4,Front-Wheel Drive,Gasoline,7,1798
603,30995,4,Acura,-1,3859,Blue,Red,27,I4,Front-Wheel Drive,Gasoline,8,5420
604,17297,4,Ford,Automatic,24347,Black,Black,25,I4,All-Wheel Drive,Gasoline,1,379
605,33196,6,Mercedes-Benz,Automatic,34080,White,Black,25,I4,Rear-Wheel Drive,Gasoline,19,2408
606,31990,6,Jeep,Automatic,48241,White,Black,17,V6,Four-Wheel Drive,Gasoline,2,3748
607,16569,5,Nissan,-1,47697,Red,-1,29,I4,Front-Wheel Drive,Gasoline,6,3360
608,16443,6,Hyundai,Automatic,26839,Silver,Black,52,I4,Front-Wheel Drive,Gasoline,3,572
609,33930,4,GMC,Automatic,36787,White,Black,21,V6,Four-Wheel Drive,Gasoline,10,2774
610,12999,14,Ford,Automatic,190697,Gray,-1,16,V8,Front-Wheel Drive,Flex Fuel Vehicle,1,1314
611,17495,12,Mercedes-Benz,Automatic,91800,Gray,-1,20,V8,Rear-Wheel Drive,Gasoline,5,1112
612,16888,9,Ford,Manual,64684,Black,Black,21,V6,Rear-Wheel Drive,Gasoline,12,2509
613,11980,9,Chevrolet,Automatic,74300,Gray,Gray,25,I4,Front-Wheel Drive,Gasoline,9,1161
614,17500,7,Lexus,-1,55539,Gray,-1,41,I4,Front-Wheel Drive,Hybrid,1,1585
615,19395,6,Acura,-1,16989,White,Black,29,I4,Front-Wheel Drive,Gasoline,16,5402
616,12300,10,Ford,Automatic,82428,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,6,2862
617,38998,4,BMW,Automatic,19098,Black,Black,26,I4,All-Wheel Drive,Gasoline,9,1795
618,26885,5,Toyota,Automatic,14812,Black,Red,32,I4,Front-Wheel Drive,Gasoline,3,2129
619,26500,6,BMW,Automatic,30220,Black,Black,28,I4,Rear-Wheel Drive,Gasoline,8,1676
620,14900,8,Audi,Automatic,74395,Silver,Black,27,I4,Front-Wheel Drive,Gasoline,12,1213
621,16138,6,Chevrolet,Automatic,50500,Black,Black,31,I4,Front-Wheel Drive,Gasoline,9,657
622,23975,6,Mercedes-Benz,Automatic,20813,White,-1,28,I4,Rear-Wheel Drive,Gasoline,8,4464
623,31988,7,BMW,Automatic,34036,White,-1,21,I6,Rear-Wheel Drive,Gasoline,25,8442
624,17497,4,Ford,Automatic,22343,Black,Black,25,I4,All-Wheel Drive,Gasoline,1,379
625,16150,9,RAM,Automatic,108470,White,Black,25,V8,Front-Wheel Drive,Gasoline,3,1811
626,7999,13,Honda,Automatic,118644,Black,Gray,25,I4,Front-Wheel Drive,Gasoline,3,740
627,34995,5,Acura,Automatic,31044,Black,Black,23,I4,All-Wheel Drive,Gasoline,6,2142
628,9999,13,Honda,Automatic,86803,White,-1,25,I4,Front-Wheel Drive,Gasoline,2,446
629,15997,8,Honda,-1,64365,Black,Black,35,I4,Front-Wheel Drive,Gasoline,7,3334
630,29995,9,Chevrolet,Automatic,114698,Black,Black,19,V8,Front-Wheel Drive,Flex Fuel Vehicle,20,4892
631,36596,6,BMW,Automatic,27164,Black,Black,55,I4,All-Wheel Drive,Gasoline,9,3146
632,25975,4,Mercedes-Benz,Automatic,19700,Black,Black,25,I4,All-Wheel Drive,Gasoline,22,4325
633,14595,11,Audi,Automatic,60685,Silver,Black,25,I4,All-Wheel Drive,Flex Fuel Vehicle,9,2464
634,32968,6,BMW,Automatic,44354,Black,-1,21,I6,Rear-Wheel Drive,Gasoline,8,2288
635,54989,6,Mercedes-Benz,Automatic,24608,Gray,-1,23,V6,Rear-Wheel Drive,Gasoline,12,3841
636,9495,8,Ford,Automatic,41264,Black,-1,31,I4,Front-Wheel Drive,Flex Fuel Vehicle,3,2169
637,10995,12,Ford,Automatic,141104,Black,-1,16,V8,Front-Wheel Drive,Flex Fuel Vehicle,4,2288
638,33998,4,Honda,Automatic,11944,Gray,Black,22,V6,Front-Wheel Drive,Gasoline,9,1784
639,40975,7,Toyota,Automatic,61815,-1,-1,14,V8,Four-Wheel Drive,Flex Fuel Vehicle,1,3865
640,41494,6,Chevrolet,Automatic,43840,Black,-1,19,V8,Front-Wheel Drive,Gasoline,10,9477
641,22698,6,BMW,Automatic,37088,White,Black,28,I4,Rear-Wheel Drive,Gasoline,8,2884
642,22975,6,Mercedes-Benz,Automatic,30779,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,21,3968
643,9995,18,Land,Automatic,87747,-1,Black,14,V8,Four-Wheel Drive,Gasoline,4,1082
644,12833,5,Nissan,Automatic,43811,Silver,Black,25,-1,Front-Wheel Drive,-1,5,1928
645,30994,6,Jeep,Automatic,31786,Red,Black,17,V6,Four-Wheel Drive,Gasoline,2,3267
646,14946,21,Jeep,Automatic,101856,Black,Gray,15,I6,Four-Wheel Drive,Gasoline,1,721
647,44997,3,Jeep,Automatic,12823,White,Black,21,V6,Four-Wheel Drive,Gasoline,10,3788
648,26499,8,Chevrolet,Automatic,113596,White,Black,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,2,1986
649,18496,6,MINI,Automatic,30301,White,Black,27,I3,Front-Wheel Drive,Gasoline,4,2096
650,35995,3,Acura,Automatic,4212,Gray,Black,26,I4,Front-Wheel Drive,Gasoline,10,5357
651,15999,5,Volkswagen,Automatic,33487,White,-1,29,I4,Front-Wheel Drive,Gasoline,3,2462
652,11980,9,MINI,Automatic,45800,Blue,Black,32,I3,Front-Wheel Drive,Gasoline,5,5343
653,19900,6,Mitsubishi,Automatic,37644,White,Black,25,I4,All-Wheel Drive,Gasoline,4,2043
654,19597,5,Honda,-1,49086,Silver,-1,32,I4,Front-Wheel Drive,Gasoline,7,1390
655,33998,6,Lexus,Automatic,31999,Silver,Gray,25,V6,-1,Gasoline,6,1749
656,56999,5,Ford,Automatic,15348,-1,-1,25,V8,Four-Wheel Drive,Biodiesel,8,4151
657,18950,7,Toyota,Automatic,46886,Black,-1,26,I4,Front-Wheel Drive,Gasoline,6,4044
658,36998,5,Toyota,Automatic,36006,Black,Gray,19,V6,Four-Wheel Drive,Gasoline,7,1676
659,20900,11,Audi,Automatic,79516,White,-1,23,V6,All-Wheel Drive,Diesel,7,2339
660,17599,6,Honda,-1,22525,Black,Black,35,I4,Front-Wheel Drive,Gasoline,4,1455
661,25787,7,Lexus,Automatic,14390,Gray,Black,26,I4,Rear-Wheel Drive,Gasoline,5,2385
662,76300,5,Lexus,Automatic,17999,Silver,-1,15,V8,All-Wheel Drive,Gasoline,10,2546
663,38345,3,BMW,Automatic,1446,White,-1,30,I4,Rear-Wheel Drive,Gasoline,10,3278
664,15996,7,Jeep,Automatic,31942,Gray,Black,22,I4,Four-Wheel Drive,Gasoline,10,3735
665,8990,13,Honda,Automatic,159953,Black,Gray,19,V6,Front-Wheel Drive,Gasoline,1,3820
666,21899,4,Hyundai,Automatic,28188,Red,Black,23,I4,All-Wheel Drive,Gasoline,4,2368
667,30490,6,Mercedes-Benz,Automatic,19726,White,Black,24,I4,Rear-Wheel Drive,Gasoline,7,3548
668,36621,4,Lexus,-1,12050,Gray,Black,31,I4,All-Wheel Drive,Hybrid,11,4090
669,25499,6,Honda,Automatic,38150,Black,-1,26,I4,Front-Wheel Drive,Gasoline,10,3445
670,48498,6,Mercedes-Benz,Automatic,35027,White,Black,19,V6,All-Wheel Drive,Gasoline,14,4601
671,29990,7,BMW,Automatic,45000,Black,-1,24,I6,Rear-Wheel Drive,Gasoline,14,1134
672,13994,7,Chevrolet,Automatic,86220,Black,Black,23,V6,Front-Wheel Drive,Flex Fuel Vehicle,3,2324
673,8799,9,Hyundai,Automatic,68485,Red,Black,32,I4,Front-Wheel Drive,Gasoline,1,856
674,28888,6,Acura,Automatic,30433,-1,-1,24,V6,Front-Wheel Drive,Gasoline,9,4577
675,27598,6,Audi,Automatic,28695,Black,Black,24,I4,All-Wheel Drive,Gasoline,5,2621
676,28798,6,Land,Automatic,40478,White,-1,25,I4,All-Wheel Drive,Gasoline,3,1633
677,12990,7,Chevrolet,Automatic,84367,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,4,2482
678,58999,5,Mercedes-Benz,Automatic,10501,Silver,-1,23,V6,Rear-Wheel Drive,Gasoline,6,2624
679,23800,11,Ford,Automatic,24149,White,-1,25,V8,Front-Wheel Drive,Flex Fuel Vehicle,6,816
680,33591,5,Lexus,Automatic,11480,-1,Black,26,V6,Front-Wheel Drive,Gasoline,6,3197
681,17633,11,Jeep,Automatic,193374,-1,-1,17,V6,Four-Wheel Drive,Gasoline,6,937
682,16497,4,Mitsubishi,Automatic,23140,White,Black,27,I4,Front-Wheel Drive,Gasoline,3,352
683,18998,7,INFINITI,Automatic,47951,Blue,Black,28,I4,Front-Wheel Drive,Gasoline,4,1662
684,30990,6,Jeep,Automatic,24927,White,Black,20,V6,Four-Wheel Drive,Gasoline,1,3625
685,50202,4,Cadillac,Automatic,5226,-1,Black,20,V6,Four-Wheel Drive,Gasoline,3,2033
686,18350,7,Toyota,Automatic,36162,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,3,4043
687,32598,5,Honda,Automatic,3904,Black,Black,22,V6,Front-Wheel Drive,Gasoline,12,4377
688,15402,7,Mazda,Automatic,40453,Red,Black,30,I4,Front-Wheel Drive,Gasoline,4,3253
689,61900,6,BMW,Automatic,13539,Black,Black,20,V8,Rear-Wheel Drive,Gasoline,19,3226
690,34998,6,Mercedes-Benz,Automatic,10858,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,10,1784
691,19995,4,Toyota,Automatic,12652,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,1,1909
692,15295,6,Honda,-1,74597,Black,Black,35,I4,Front-Wheel Drive,Gasoline,9,3685
693,9709,7,Kia,Manual,64690,Red,Black,29,I4,Front-Wheel Drive,Gasoline,9,1544
694,43988,7,Chevrolet,Automatic,36167,Black,-1,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,22,10574
695,32495,9,Porsche,Automatic,46395,-1,Black,25,V6,All-Wheel Drive,Gasoline,6,545
696,27975,7,BMW,Automatic,21381,Blue,Black,28,I4,Rear-Wheel Drive,Gasoline,22,4351
697,42998,5,Chevrolet,Automatic,6150,Gray,Black,20,V8,Rear-Wheel Drive,Gasoline,7,1741
698,38999,6,Mercedes-Benz,Automatic,34894,Gray,-1,22,V6,Rear-Wheel Drive,Gasoline,14,2462
699,19950,8,Chevrolet,Automatic,39549,-1,Black,26,I4,Rear-Wheel Drive,Gasoline,5,3004
700,32980,6,Jaguar,Automatic,22591,Black,-1,24,I4,All-Wheel Drive,Gasoline,11,2963
701,28600,6,BMW,Automatic,32364,Black,Black,28,I4,Rear-Wheel Drive,Gasoline,6,2119
702,11995,6,Volkswagen,Automatic,50260,-1,-1,32,I4,Front-Wheel Drive,Gasoline,5,929
703,24995,4,Nissan,-1,9570,-1,Black,29,I4,Front-Wheel Drive,Gasoline,12,2610
704,32991,6,GMC,Automatic,47233,White,Red,25,V6,-1,Gasoline,5,2816
705,28751,5,Lexus,-1,19782,White,-1,39,I4,All-Wheel Drive,Hybrid,2,2605
706,33500,5,BMW,Automatic,13745,Black,Black,26,I4,Rear-Wheel Drive,Gasoline,7,2755
707,36599,5,Toyota,Automatic,27047,Red,Black,25,V6,Four-Wheel Drive,Gasoline,2,2553
708,16999,9,Ford,Automatic,108383,Silver,Black,18,V6,Front-Wheel Drive,Gasoline,3,131
709,24969,5,Honda,Automatic,9188,White,Black,48,I4,Front-Wheel Drive,Hybrid,6,1836
710,114999,11,Ferrari,Manual,14000,Black,Red,25,V8,Rear-Wheel Drive,Gasoline,10,4546
711,19400,8,Dodge,Automatic,51481,-1,Black,23,V6,Rear-Wheel Drive,Gasoline,8,2974
712,24997,6,BMW,Automatic,14963,Gray,Black,26,I4,All-Wheel Drive,Gasoline,7,2791
713,92998,4,Chevrolet,Automatic,4944,White,Red,20,V8,Rear-Wheel Drive,Gasoline,7,1603
714,12495,9,Ford,-1,77469,Silver,Black,38,I4,Front-Wheel Drive,Gasoline,5,4171
715,26970,6,BMW,Automatic,23660,Blue,Black,28,I4,Rear-Wheel Drive,Gasoline,11,2685
716,15987,7,Buick,Automatic,25326,-1,Black,28,I4,Front-Wheel Drive,Gasoline,6,4511
717,29998,6,Mercedes-Benz,Automatic,24901,White,Black,24,I4,Rear-Wheel Drive,Gasoline,8,3697
718,15995,11,Ford,-1,81667,Black,-1,25,V6,Front-Wheel Drive,Gasoline,3,901
719,29998,4,Nissan,-1,7960,White,-1,23,V6,Front-Wheel Drive,Gasoline,12,4727
720,9995,13,Jeep,Automatic,112945,-1,Gray,19,V6,Front-Wheel Drive,Gasoline,1,2182
721,31996,5,Ford,Automatic,16402,White,Black,25,I4,-1,Gasoline,8,2466
722,76998,4,GMC,Automatic,11205,Black,Black,25,V8,Four-Wheel Drive,Biodiesel,8,5070
723,13888,9,Toyota,-1,38547,Silver,Black,32,I4,Front-Wheel Drive,Gasoline,4,2532
724,19130,4,Mitsubishi,-1,30690,Black,Black,25,I4,-1,Gasoline,10,3219
725,7995,9,Hyundai,Automatic,81069,Red,-1,32,I4,Front-Wheel Drive,Gasoline,1,3936
726,36500,7,Toyota,Automatic,54633,Gray,Black,18,V6,All-Wheel Drive,Gasoline,9,3475
727,45995,4,Cadillac,Automatic,2039,-1,Black,21,V6,Four-Wheel Drive,Gasoline,16,3551
728,19296,7,BMW,Automatic,25638,White,Black,27,I4,Rear-Wheel Drive,Gasoline,7,2325
729,5999,16,Volvo,Automatic,122191,Gray,-1,25,I6,-1,Gasoline,1,1260
730,17390,4,Nissan,-1,40300,White,Black,29,I4,Front-Wheel Drive,Gasoline,6,5327
731,14590,7,Ford,Automatic,30863,-1,Black,25,I4,Front-Wheel Drive,Gasoline,3,2386
732,14994,9,Jeep,Automatic,104295,Black,Black,20,V6,Front-Wheel Drive,Gasoline,3,2820
733,22666,7,Mercedes-Benz,Automatic,34471,Black,Black,28,I4,Front-Wheel Drive,Gasoline,10,3009
734,43595,6,Volvo,Automatic,21782,Gray,Black,26,I4,All-Wheel Drive,Gasoline,6,2978
735,15995,7,Toyota,Automatic,46330,Silver,-1,28,I4,Front-Wheel Drive,Gasoline,7,910
736,19950,6,Toyota,-1,31984,Silver,Black,54,I4,Front-Wheel Drive,Gasoline,5,2244
737,31494,6,Genesis,Automatic,37812,Gray,Black,20,V6,Rear-Wheel Drive,Gasoline,15,2513
738,46900,4,RAM,Automatic,30210,White,Black,17,V8,Four-Wheel Drive,Gasoline,3,2452
739,16975,4,Toyota,Automatic,29058,White,Gray,33,I4,Front-Wheel Drive,Gasoline,13,3366
740,12999,6,Nissan,-1,36972,Black,Black,25,-1,Front-Wheel Drive,-1,4,3492
741,31190,6,Jeep,Automatic,27649,-1,Black,20,V6,Four-Wheel Drive,Gasoline,1,3618
742,12465,10,Honda,-1,84055,-1,White,31,I4,Front-Wheel Drive,Gasoline,1,5131
743,21467,5,Chrysler,Automatic,27782,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,22,2802
744,19599,5,Honda,-1,35578,Black,-1,32,I4,Front-Wheel Drive,Gasoline,4,1186
745,24897,6,Honda,-1,28497,Gray,Black,30,I4,Front-Wheel Drive,Gasoline,10,3575
746,17995,14,Cadillac,Automatic,123342,Silver,-1,25,V8,All-Wheel Drive,Flex Fuel Vehicle,20,4983
747,23698,5,MINI,Automatic,11443,Gray,White,28,I4,Front-Wheel Drive,Gasoline,4,2118
748,8795,12,MINI,Automatic,94308,Black,Black,29,I4,Front-Wheel Drive,Gasoline,12,4547
749,10929,10,Honda,Automatic,114102,-1,Black,26,I4,Front-Wheel Drive,Gasoline,1,4974
750,35888,5,Volvo,Automatic,44585,Black,Black,23,I4,All-Wheel Drive,Gasoline,14,2506
751,27266,6,Chevrolet,Automatic,72339,White,Black,22,V6,Front-Wheel Drive,Gasoline,11,3414
752,21998,6,Mazda,Automatic,53150,Silver,Black,26,I4,All-Wheel Drive,Gasoline,7,1718
753,14595,11,Mercedes-Benz,Automatic,78484,Blue,Black,25,V6,Rear-Wheel Drive,Gasoline,11,4044
754,21996,9,Lexus,Automatic,42533,White,-1,24,I4,Front-Wheel Drive,Gasoline,6,5073
755,8999,13,Audi,Automatic,105142,Black,Black,25,I4,Front-Wheel Drive,Gasoline,4,829
756,39593,5,Nissan,Automatic,26630,Red,Black,17,V8,Four-Wheel Drive,Gasoline,27,2080
757,39988,5,Dodge,Automatic,16988,White,Black,19,V8,Rear-Wheel Drive,Gasoline,10,4977
758,13600,10,Audi,Automatic,95761,White,Black,25,I4,All-Wheel Drive,Flex Fuel Vehicle,5,4530
759,23498,5,Nissan,Automatic,35632,Gray,-1,25,V6,Front-Wheel Drive,Gasoline,5,1690
760,8988,11,Volkswagen,Automatic,41051,Gray,-1,27,I5,Front-Wheel Drive,Gasoline,1,1529
761,29975,7,Lexus,Automatic,24928,White,-1,25,V6,-1,Gasoline,9,4987
762,35991,6,Lexus,Automatic,23240,-1,Black,23,V6,Front-Wheel Drive,Gasoline,3,4460
763,31950,8,Dodge,Automatic,40813,White,Black,19,V8,Rear-Wheel Drive,Gasoline,12,4044
764,16975,9,Lexus,-1,50763,Gray,Gray,41,I4,Front-Wheel Drive,Hybrid,20,3859
765,8999,6,Nissan,Automatic,98457,Silver,Black,25,-1,Front-Wheel Drive,-1,2,2893
766,64999,4,Mercedes-Benz,Automatic,13424,White,Black,27,I6,Rear-Wheel Drive,Gasoline,15,2601
767,26498,4,Nissan,-1,5737,Black,-1,28,I4,All-Wheel Drive,Gasoline,11,4652
768,11990,8,Honda,Automatic,97000,Red,-1,34,I4,Front-Wheel Drive,Gasoline,7,1122
769,24988,5,Dodge,Automatic,35969,White,Black,23,V6,Rear-Wheel Drive,Gasoline,3,1715
770,7999,14,Toyota,Automatic,99630,Black,Black,25,I4,Front-Wheel Drive,Gasoline,2,724
771,26950,6,Mercedes-Benz,Automatic,32063,White,Black,24,I4,Rear-Wheel Drive,Gasoline,8,3450
772,9514,6,Kia,Automatic,98618,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,5,5768
773,25398,5,Toyota,Automatic,34105,Black,-1,23,V6,Front-Wheel Drive,Gasoline,9,1669
774,16400,8,Honda,-1,32389,Gray,Gray,35,I4,Front-Wheel Drive,Gasoline,7,2292
775,37496,3,BMW,Automatic,5836,White,Black,30,I4,Rear-Wheel Drive,Gasoline,8,974
776,17961,4,Chevrolet,-1,37631,Red,Black,32,I4,Front-Wheel Drive,Gasoline,5,2859
777,24995,10,Toyota,Automatic,101620,Black,-1,18,V6,Front-Wheel Drive,Gasoline,9,2347
778,22588,4,Ford,Automatic,17675,Blue,-1,28,I3,All-Wheel Drive,Gasoline,6,2566
779,11490,7,Nissan,Automatic,57000,Gray,-1,32,I4,Front-Wheel Drive,Gasoline,7,1124
780,11299,5,Ford,Automatic,39649,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,2,2180
781,10299,13,Honda,Automatic,80000,Gray,-1,27,I4,Front-Wheel Drive,Gasoline,3,1111
782,17999,11,Porsche,Automatic,101208,Black,Black,19,V6,All-Wheel Drive,Gasoline,3,968
783,34998,5,Mercedes-Benz,Automatic,12043,White,-1,24,I4,All-Wheel Drive,Gasoline,7,1724
784,23995,6,Acura,Automatic,31277,Silver,Black,25,V6,Front-Wheel Drive,Gasoline,14,6538
785,16988,8,Subaru,Manual,59808,Silver,Black,26,H4,All-Wheel Drive,Gasoline,4,1810
786,8999,11,Toyota,-1,104097,Red,Gray,49,I4,Front-Wheel Drive,Hybrid,3,933
787,19990,8,Honda,-1,22600,Black,Black,29,I4,Front-Wheel Drive,Gasoline,6,4666
